Optimum Control ID,OC Description,SalesGroup,Combined Label,Red,Yellow,Green,GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-54727,G&G|Snack|Naked|Hearty Tamari,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-55022,G&G|Snack|Naked|Maple Almond,FT GRAB & GO,Red,True,False,False,557.1020000000067,1.586000000000019,0.8996000000000108,237.03,16817.36,428.54,1.22,182.33,12936.43,0.69
R-47717,G&G|Snack|Naked|Wasabi-Me,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-54726,G&G|Snack|Naked|Wholesome Yogi,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-64759,G&G|SNACK|PITA CHIPS,FT GRAB & GO,Red,True,False,False,972.7858000000078,2.769400000000022,1.570840000000013,413.89,29365.7,428.54,1.22,182.33,12936.43,0.69
R-24443,G&G|Snack|Turkey Pepperoni Chs,FT GRAB & GO,Red,True,False,False,2199.8,58.4,5.755,185.15,166.75,439.96,11.68,37.03,33.35,1.15
R-53020,G&G|Spread|Almond Butter,FT GRAB & GO,Red,True,False,False,3278.331000000151,9.33300000000043,5.293800000000243,1394.82,98963.69,428.54,1.22,182.33,12936.43,0.69
R-22941,G&G|Spread|ButterMargarine|Ptn,FT GRAB & GO,Red,True,False,False,9.77546,0.08032,0.0137879999999999,0.82,41.03,977.55,8.03,82.0,4103.0,1.38
R-20388,G&G|Spread|Cream Cheese|Ptn,FT GRAB & GO,Red,True,False,False,1523.1437717657782,15.948701955663845,1.7880323950294084,266.55,13754.36,891.04,9.33,155.93,8046.31,1.05
R-13177,G&G|Spread|Jam & Peanut Butter,FT GRAB & GO,Green,False,False,True,0.5702048,0.003841,0.00169004,0.15,7.41,56.91,0.38,14.97,739.52,0.17
R-22899,G&G|Spread|Nutella|Ptn,FT GRAB & GO,Red,True,False,False,156.83999215800037,0.0404999979750001,1.0343999482800026,0.37,3.3,1045.6,0.27,2.47,22.0,6.9
R-47663,G&G|Sushi|California Crunch ,FT GRAB & GO,Red,True,False,False,3359.256600000016,11.177700000000051,0.4722300000000022,192.04,7749.28,2112.74,7.03,120.78,4873.76,0.3
R-22967,G&G|Sushi|California Nigiri ,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-22972,G&G|Sushi|California Roll,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-23318,G&G|Sushi|California Roll Comb,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38889,G&G|Sushi|CaliforniaSpicy Roll,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-54453,G&G|Sushi|Chicken Honey Bowl,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-25025,G&G|Sushi|Chicken Teriyaki Bow,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-22966,G&G|Sushi|Cucumber Roll,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-22971,G&G|Sushi|Fuji Roll Combo,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-47460,G&G|Sushi|Futomaki Roll 5pc,FT GRAB & GO,Green,False,False,True,2.5345,0.0053,0.00217,1.57,4.63,253.45,0.53,157.0,463.0,0.22
R-53046,G&G|Sushi|Korean Shrimp Bowl,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-41927,G&G|Sushi|Mango Shrimp| 9pc,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-24093,G&G|Sushi|Philadelphia  Roll,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-22970,G&G|Sushi|Red Dragon Roll,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-54843,G&G|Sushi|Salmon Teriyaki Bowl,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-47478,G&G|Sushi|Veg Salad Roll,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-22968,G&G|Sushi|Vegetable Salad Roll,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-53154,G&G|Sushi|Yokyo Combo,FT GRAB & GO,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-34837,G&G|Toast Slice,FT GRAB & GO,Green,False,False,True,0.0692045454545454,0.0006727272727272,0.0002222727272727,0.02,0.58,4.01,0.04,1.16,33.58,0.01
R-40495,G&G|Tofu Dessert|Almond,FT GRAB & GO,Green,False,False,True,0.8771,0.00295,0.00207,0.0,0.02,175.42,0.59,0.0,4.0,0.41
R-39811,G&G|Tofu Dessert|Coconut,FT GRAB & GO,Green,False,False,True,0.8771,0.00295,0.00207,0.0,0.02,175.42,0.59,0.0,4.0,0.41
R-40510,G&G|Tofu Dessert|Custard,FT GRAB & GO,Green,False,False,True,0.8771,0.00295,0.00207,0.0,0.02,175.42,0.59,0.0,4.0,0.41
R-61776,G&G|Tofu Dessert|Peach Mango,FT GRAB & GO,Green,False,False,True,0.8771,0.00295,0.00207,0.0,0.02,175.42,0.59,0.0,4.0,0.41
R-48657,G&G|Tortilla Wrap,FT GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-54189,G&G|Tuna Noodle Box,FT GRAB & GO,Green,False,False,True,170.66442351026632,0.5431704607555119,0.4146605388349103,36.73,195.96,106.94,0.34,23.02,122.79,0.26
R-55073,G&G|Valentine|Chia Pudding,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-30678,G&G|Wrap|Beef,FT GRAB & GO,Red,True,False,False,4372.021920000087,35.40208000000071,0.0,221.48,7813.51,1561.44,12.64,79.1,2790.54,0.0
R-52804,G&G|Wrap|Bkfstt|Ham & Cheese,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-52802,G&G|Wrap|Bkfstt|Mediterranean,PRODUCTION FOOD,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-20401,G&G|Wrap|Chickpea & Spinach,FT GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-30650,G&G|Wrap|Veggie|Simply Curry,FT GRAB & GO,Green,False,False,True,1.0127,0.0113499999999999,0.0,0.25,7.88,101.27,1.13,25.0,788.0,0.0
R-42608,G&G|Yogurt|Blueberry|Stirred,FT GRAB & GO,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-42604,G&G|Yogurt|Fieldberry|Stirred,FT GRAB & GO,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-38186,G&G|Yogurt|French Vanilla|FF,FT GRAB & GO,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-42486,G&G|Yogurt|Greek|Asst,FT GRAB & GO,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-42485,G&G|Yogurt|Greek|Asst.,FT GRAB & GO,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-42607,G&G|Yogurt|Greek|Strawberry,FT GRAB & GO,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-38185,G&G|Yogurt|Peach|FF,FT GRAB & GO,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-42605,G&G|Yogurt|Peach|Stirred,FT GRAB & GO,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-39809,G&G|Yogurt|Raspberry|Stirred,FT GRAB & GO,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-39066,G&G|Yogurt|Strawberry|FF,FT GRAB & GO,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-52809,G&G|Yogurt|Strawberry|Stirred,FT GRAB & GO,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-42606,G&G|Yogurt|Strawberry|Stirred.,FT GRAB & GO,Yellow,False,True,False,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-63581,GINGER ALE - DIET 500ml,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.1,0.1,0.0
R-66472,Gold Peak Natural Peach,FT BEVERAGES,Green,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-64341,GOUDA BOMBS (3pc),FT GRAB & GO,Red,True,False,False,252.83260000000053,2.6473875000000056,0.2968025000000007,44.25,2283.14,891.04,9.33,155.95,8046.31,1.05
R-61846,GR|Bircher Muesli|VEGAN,FT GRILL BREAKFAST,Green,False,False,True,327.6894418421053,1.0240005263157896,0.4118350526315789,66.17,3449.99,119.16,0.37,24.06,1254.54,0.15
R-56802,GR|Chicken Apple Baguette,FT SWEETGREEN,Yellow,False,True,False,1401.243450977246,26.00566265464849,2.941117138710892,181.17,5266.12,312.43,5.8,40.39,1174.16,0.66
R-57054,GR|Ham & Cheese On Sourdough,FEAST,Yellow,False,True,False,285.10531308823533,3.0878842647058824,0.3351509852941173,41.43,2037.88,241.61,2.62,35.11,1727.02,0.28
R-55117,GR|Oats|Banana Almond Overnite,FT SWEETGREEN,Yellow,False,True,False,615.0200873263097,1.60758284672118,1.311490923929514,116.25,5967.69,186.37,0.49,35.23,1808.39,0.4
R-56966,GR|Oats|Steel Cut|Maple Apple,FT SWEETGREEN,Green,False,False,True,471.60565107692304,1.4973876923076923,0.8898898461538463,84.38,2837.47,145.11,0.46,25.96,873.07,0.27
R-57345,GR|Oats|Steel Cut|Spicd Pmpkn,FT SWEETGREEN,Yellow,False,True,False,447.49473726293104,1.857867834051724,0.8467987068965518,88.8,3848.51,175.49,0.73,34.82,1509.22,0.33
R-56959,GR|Oats|Steel Cut|Strawberry,FEAST,Green,False,False,True,434.6011547048301,1.244099766971095,0.8070457066189626,77.25,2901.01,167.15,0.48,29.71,1115.77,0.31
R-55132,GR|Salad|Beet & Arugula,FT SWEETGREEN,Green,False,False,True,420.8451989779948,3.785313558131484,0.9348818300226444,36.75,1764.9,153.03,1.38,13.36,641.78,0.34
R-62051,GR|Salad|Chopped Thai,FT SWEETGREEN,Green,False,False,True,345.5188865274443,2.38628729675325,1.2575946362873185,47.76,2908.47,111.1,0.77,15.36,935.2,0.4
R-61836,GR|Salad|Cobb,FT SWEETGREEN,Red,True,False,False,1219.8547877713684,18.524654734717792,2.4726919387497905,143.93,4957.3,358.57,5.45,42.31,1457.17,0.73
R-38248,GR|Salad|Ensalada Mexicana,FT SWEETGREEN,Yellow,False,True,False,672.4202136996375,5.6147022386828604,1.994993285379626,74.77,3357.03,200.72,1.68,22.32,1002.1,0.6
R-51265,GR|Salad|Greek ,FT SWEETGREEN,Green,False,False,True,516.0853799883243,4.792590981528488,1.095633251501408,60.33,2896.74,149.59,1.39,17.49,839.63,0.32
R-35749,GR|Salad|Honey Sesame Chicken,FT SWEETGREEN,Yellow,False,True,False,694.4513917746937,10.469395603315112,2.189649865770757,64.27,2083.02,224.02,3.38,20.73,671.94,0.71
R-56852,GR|Salad|Kale & Quinoa,FT SWEETGREEN,Yellow,False,True,False,594.4033353835421,4.655871796360692,1.4042774557765054,98.73,4584.17,169.83,1.33,28.21,1309.76,0.4
R-35751,GR|Salad|Spicy Caesar,FT SWEETGREEN,Yellow,False,True,False,638.1785576923077,6.834947115384615,1.58575865384615,82.64,3748.82,193.39,2.07,25.04,1136.01,0.48
R-61838,GR|Salad|Spinach,FT SWEETGREEN,Red,True,False,False,752.623098038358,8.673335646062913,1.6922893980584202,131.07,5096.38,367.13,4.23,63.94,2486.04,0.83
R-48119,GR|Salad|Superfood Crunch,FT SWEETGREEN,Green,False,False,True,419.95920078179233,1.8916314782011392,1.0445639667028923,55.89,3072.93,116.66,0.53,15.52,853.59,0.29
R-57013,GR|Salad|Thai Cucumber ,FEAST,Green,False,False,True,178.27675527975742,1.7803568486415542,0.3744803934126186,33.57,1921.52,84.49,0.84,15.91,910.67,0.18
R-62047,GR|Salad|Warm Kale & Mushroom,FT SWEETGREEN,Yellow,False,True,False,558.3926984945293,4.2702531284945415,1.4766769452673871,54.79,2720.31,214.77,1.64,21.07,1046.27,0.57
R-48998,GR|Salad|Winter Root Veg,FT SWEETGREEN,Yellow,False,True,False,428.7329267573773,2.3204327189285863,1.1436376253806615,29.56,1424.23,225.65,1.22,15.56,749.59,0.6
R-54377,GR|Sandwich|Classic BLT ,SANDWICHES,Red,True,False,False,1252.6550305882351,16.025531764705885,2.461176235294106,215.21,6660.03,469.51,6.01,80.66,2496.26,0.92
R-61852,GR|Sandwich|Classic Clubhouse,FT SWEETGREEN,Red,True,False,False,1019.0739831840478,14.853601528029897,1.9286842123254129,149.2,4620.81,426.39,6.21,62.43,1933.39,0.81
R-57005,GR|Sandwich|Classic Reuben ,FT SWEETGREEN,Red,True,False,False,4396.929320335006,34.8233543192087,12.966043951040689,191.47,7322.95,1598.88,12.66,69.63,2662.89,4.71
R-32261,GR|Sandwich|Egg Salad ,FT SWEETGREEN,Yellow,False,True,False,723.2392792906646,11.186006766061956,1.3250198119726917,115.26,3445.28,251.93,3.9,40.15,1200.11,0.46
R-57158,GR|Sandwich|Focaccia Caprese,FT SWEETGREEN,Red,True,False,False,574.21381,5.47933484375,0.5539179999999999,85.82,4462.47,345.91,3.3,51.7,2688.23,0.33
R-56941,GR|Sandwich|Italian Hoagie,FT SWEETGREEN,Red,True,False,False,482.108254084782,5.529999272424553,0.9045669217311922,74.71,2273.61,554.15,6.36,85.87,2613.34,1.04
R-60794,GR|Sandwich|Meatball Marinara,FT SWEETGREEN,Red,True,False,False,2416.912366808036,19.47282138169643,7.227748566517858,103.11,3926.65,486.3,3.92,20.75,790.07,1.45
R-57043,GR|Sandwich|Mediterranean Veg,FT SWEETGREEN,Yellow,False,True,False,415.40696734569497,3.80682070471245,0.812924676058302,57.46,3042.95,164.84,1.51,22.8,1207.52,0.32
R-56968,GR|Sandwich|Muffaletta ,FT SWEETGREEN,Red,True,False,False,1383.2148008965696,18.29194798596674,2.990192223232835,250.48,7598.44,875.45,11.58,158.53,4809.14,1.89
R-56924,GR|Sandwich|Shrimp Remoulade,FT SWEETGREEN,Green,False,False,True,957.4283019928056,3.379709997184896,0.2511488296673901,54.1,2166.85,248.04,0.88,14.02,561.36,0.07
R-61854,GR|Sandwich|Turkey Pear & Brie,FT SWEETGREEN,Yellow,False,True,False,594.371790230866,7.6610528309349775,0.8814189213853075,75.39,3301.52,225.14,2.9,28.56,1250.58,0.33
R-56900,GR|Signature green salad|SIDE,FT SIDES ,Green,False,False,True,172.252986233015,0.9471979583486112,0.5433113482896785,25.43,1614.72,123.04,0.68,18.16,1153.37,0.39
R-61833,GR|Signature greens|FULL,FEAST,Yellow,False,True,False,327.35007383302514,1.93719640930806,0.954937604214825,58.6,3783.12,121.24,0.72,21.7,1401.16,0.35
R-51207,GR|Smoothie|Blueberry Boost,FT SWEETGREEN,Yellow,False,True,False,1.9190507217597477,0.0061718429399367,0.002658084768177,0.38,18.43,191.91,0.62,38.0,1843.0,0.27
R-51205,GR|Smoothie|Delish,FT SWEETGREEN,Green,False,False,True,1.89862930231823,0.0068989861959957,0.0016755286512118,0.29,13.47,189.86,0.69,29.0,1347.0,0.17
R-51208,GR|Smoothie|Hawaiian Sun,FT SWEETGREEN,Green,False,False,True,0.6321978925184405,0.0026145416227608,0.0012688724973656,0.1,7.1,63.22,0.26,10.0,710.0,0.13
R-43213,GR|Smoothie|Mango Bliss,FT SWEETGREEN,Yellow,False,True,False,293.0305833333333,1.01895,0.3685916666666667,29.88,1731.11,258.41,0.9,26.35,1526.58,0.33
R-51209,GR|Smoothie|Orange Zinger,FT SWEETGREEN,Green,False,False,True,0.6357944114778932,0.0047671107356776,0.0012488479456946,0.11,7.53,63.58,0.48,11.0,753.0,0.12
R-54359,GR|Smoothie|Peachy Keen,FT SWEETGREEN,Green,False,False,True,279.5556025641025,1.8588089743589744,0.4595348717948718,16.62,875.43,164.15,1.09,9.76,514.05,0.27
R-51206,GR|Smoothie|Rise & Shine,FT SWEETGREEN,Green,False,False,True,1.247484158763611,0.004230172110994,0.0014475363540569,0.28,13.18,124.75,0.42,28.0,1318.0,0.14
R-49036,GR|Smoothie|Strwbry Cupid,FT SWEETGREEN,Red,True,False,False,7.958269802197803,0.0422997362637362,0.0089454241758241,1.29,65.78,795.83,4.23,129.0,6578.0,0.89
R-68039,GR|Steel cut oat|Maple Apple,FT SWEETGREEN,Green,False,False,True,283.75946354838703,0.5803499999999999,0.5844108870967741,52.53,1816.94,115.82,0.24,21.44,741.61,0.24
R-25177,GRAB CHEESE STRING ,ZDONT USE FOOD,Green,False,False,True,1.6414,0.0,0.00239,0.01,0.07,164.14,0.0,1.0,7.0,0.24
R-22906,GRAB DESSERT SOY TOFU,ZDONT USE FOOD,Green,False,False,True,1.54566,0.00526,0.003698,0.01,0.03,154.57,0.53,1.0,3.0,0.37
R-22903,GRAB PEPPERONI CHEESE STICK,FT GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-43302,GREEN SIDE SALAD,FEAST,Green,False,False,True,58.3529275,0.5599026250000001,0.163009625,3.87,176.02,74.56,0.72,4.94,224.9,0.21
R-63584,GREEN2GO - CREDIT,FOOD - MISC,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-63583,GREEN2GO - DEPOSIT,FOOD - MISC,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-63592,GREEN2GO - REFUND,FOOD - MISC,Green,False,False,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0
R-63591,GRILLED CHICKEN BREAST ONLY,FT GRAB & GO,Red,True,False,False,692.8610647959184,17.52230994897959,1.8862234693877544,55.56,50.17,610.99,15.45,48.99,44.24,1.66
R-31046,Grilled Foccacia,FT SIDES ,Green,False,False,True,0.03171875,0.0003083333333333,0.0001018749999999,0.01,0.27,0.03,0.0,0.01,0.24,0.0
R-22619,GRL|Add Bacon|1 pc,FT GRILL DAY,Red,True,False,False,280.19775,3.7848000000000006,0.5990699999999971,51.59,1545.92,2801.98,37.85,515.9,15459.2,5.99
R-58255,GRL|Add Bacon|2 pcs.,OK - GRILL KITCHEN DAY,Red,True,False,False,560.3955,7.569600000000001,1.1981399999999942,103.19,3091.83,2801.98,37.85,515.95,15459.15,5.99
R-22618,GRL|Add On Cheese|1 slice,FT GRILL DAY,Red,True,False,False,124.74560249491203,1.3062000261240003,0.1464400029288,21.83,1126.48,891.04,9.33,155.93,8046.29,1.05
R-34961,GRL|Add on|Beef Burger Patty,FT GRILL DAY,Red,True,False,False,4688.587727400005,37.36464100000004,14.339177100000017,190.19,6952.32,4134.63,32.95,167.72,6130.9,12.65
R-51521,GRL|Add Prime Rib Burger Patty,FT GRILL DAY,Red,True,False,False,7031.866028722971,56.016956578942576,21.50536789111252,285.13,10422.6,4136.39,32.95,167.72,6130.94,12.65
R-38134,GRL|Bfast Potato Wedges|Side,FT GRILL BREAKFAST,Green,False,False,True,113.24705285714286,1.4191357142857142,0.1493214285714285,0.74,22.23,45.26,0.57,0.3,8.88,0.06
R-46372,GRL|Chicken breast|add,FT GRILL DAY,Red,True,False,False,692.8610647959184,17.52230994897959,1.8862234693877544,55.56,50.17,610.99,15.45,48.99,44.24,1.66
R-41319,GRL|Chicken Burger|Katsu Featu,FT GRILL DAY,Yellow,False,True,False,818.6142877001602,18.16851550483668,2.185712990048104,59.35,203.18,334.95,7.43,24.28,83.13,0.89
R-61850,GRL|Country Fried Portobello,FT GRILL FREATURES,Yellow,False,True,False,689.5643878473877,4.119234892822152,0.9856986708188256,91.76,2433.31,297.23,1.78,39.55,1048.84,0.42
R-51146,GRL|Crepe|Ham and Swiss,OK - GRILL BRUNCH,Red,True,False,False,294.69896716669484,3.088284405989498,0.382243951435831,50.1,2463.58,517.02,5.42,87.89,4322.07,0.67
R-67745,GRL|Crepe|Mushroom Swiss,OK - GRILL BRUNCH,Red,True,False,False,279.9357293435656,3.003368759730994,0.3777478970140625,48.46,2431.58,399.91,4.29,69.23,3473.69,0.54
R-50569,GRL|Crepe|Nutella Banana,FEAST,Green,False,False,True,579.9264650833038,1.4025065934065934,3.0817131206427977,2.53,53.5,169.57,0.41,0.74,15.64,0.9
R-50570,GRL|Crepe|Rosemary Peach,OK - GRILL BRUNCH,Green,False,False,True,37.41791370967742,0.1954681818181818,0.065060813782991,1.19,27.37,34.97,0.18,1.11,25.58,0.06
R-46310,GRL|Feast Breakfast,FT GRILL BREAKFAST,Yellow,False,True,False,1147.3192758616449,18.895797889872068,2.1882075010686672,162.03,4626.53,207.1,3.41,29.25,835.11,0.39
R-56917,GRL|Grilled Eggplant|SIDE,FT GRILL DAY,Green,False,False,True,273.91844267027795,2.0462483990509788,0.9690234735869656,28.31,1321.08,156.52,1.17,16.18,754.9,0.55
R-67684,GRL|Grilled|Turkey & Swiss,FT GRILL FREATURES,Red,True,False,False,913.7977539477076,10.500030134626748,1.2659464753051992,99.14,4443.03,676.89,7.78,73.44,3291.13,0.94
R-52410,GRL|Monte Cristo Sandwich,FT GRILL DAY,Yellow,False,True,False,542.5523689348433,5.509400673848187,1.1048002112376474,112.17,4369.47,263.37,2.67,54.45,2121.1,0.54
R-65919,GRL|PANCAKES| BLUEBERRY (2PC),FT GRILL BREAKFAST,Yellow,False,True,False,259.83191666666664,1.2895833333333333,0.5654833333333249,44.03,1410.91,191.05,0.95,32.38,1037.43,0.42
R-63590,GRL|QUICHE| SPINACH & FETA,FT GRILL BREAKFAST,Yellow,False,True,False,689.7374499055829,7.043480488847838,0.0,80.23,4124.0,391.9,4.0,45.59,2343.18,0.0
R-61880,GRL|Quiche|Bacon & Onion ,FT GRILL BREAKFAST,Red,True,False,False,1195.9162523639454,13.332307277494332,1.934475783730147,159.61,5972.31,529.17,5.9,70.62,2642.62,0.86
R-51259,GRL|Quiche|Ham & Cheese,FT GRILL BREAKFAST,Yellow,False,True,False,648.7093600000001,6.914949999999999,0.9414499999999928,78.57,3570.81,321.14,3.42,38.9,1767.73,0.47
R-57035,GRL|Quiche|Ham &Cheese,FT GRILL BREAKFAST,Yellow,False,True,False,788.5284059353742,7.789118239795919,1.012606666666659,89.72,4016.18,373.71,3.69,42.52,1903.4,0.48
R-67679,GRL|Quiche|Mushroom & Red Pepp,FT GRILL BREAKFAST,Yellow,False,True,False,521.5005119672105,5.343614102615431,0.7112887095612204,56.11,2820.65,314.16,3.22,33.8,1699.19,0.43
R-57034,GRL|Quiche|Smoked Salmon,FT GRILL BREAKFAST,Yellow,False,True,False,734.3439928401363,7.444111956727137,0.9051663227513168,96.8,2403.18,309.85,3.14,40.84,1014.0,0.38
R-51196,GRL|Quiche|Spinach & Feta,FT GRILL BREAKFAST,Yellow,False,True,False,790.9259650076237,7.413804978643757,0.91086969177613,82.85,4246.16,328.19,3.08,34.38,1761.89,0.38
R-26809,GRL|Quiche|Western,FT GRILL BREAKFAST,Yellow,False,True,False,674.1792054485755,6.6976081772894185,0.9011192827263496,69.39,2919.55,285.67,2.84,29.4,1237.1,0.38
R-28230,GRL|Sandwich|Bacon & Egger,FT GRILL BREAKFAST,Yellow,False,True,False,562.415712953207,7.105413646320001,0.9729564951859972,94.49,3291.58,187.47,2.37,31.5,1097.19,0.32
R-67844,GRL|Sandwich|Buffalo chicken,FT GRILL FREATURES,Yellow,False,True,False,673.3419708213313,12.046978657744429,1.4573374646515689,48.23,1559.38,298.6,5.34,21.39,691.52,0.65
R-54582,GRL|Sandwich|Fried Egg ,FT GRILL DAY,Yellow,False,True,False,346.9411948235021,4.264353159839882,0.507333198453367,52.41,2155.67,221.83,2.73,33.51,1378.31,0.32
R-67184,GRL|Sandwich|Pork Schnitzel,GV GRILL FEATURE,Red,True,False,False,1302.978000061623,16.031194725426865,2.631951733862269,214.06,6489.6,519.11,6.39,85.28,2585.5,1.05
R-22614,GRL|Side Chicken Thigh|Grilled,FT HOMESKILLET,Red,True,False,False,467.043325,11.6831875,1.277475,37.05,33.51,467.04,11.68,37.05,33.51,1.28
R-49580,GRL|Side|Gravy,FT GRILL DAY,Green,False,False,True,0.0,0.0647523529411764,0.0,0.28,10.97,0.0,0.07,0.31,12.19,0.0
R-54191,GRL|SLIDER JERK PORK,FT GRILL FREATURES,Red,True,False,False,1600.9513074226695,20.07286397269545,0.0,273.21,8184.9,749.51,9.4,127.91,3831.88,0.0
R-54090,GRL|SLIDER|Jerk Pork 2 pc,FT GRILL DAY,Red,True,False,False,1583.0985174641555,20.148751232751465,3.367669321782727,272.69,8164.48,824.53,10.49,142.03,4252.33,1.75
R-49895,GRL|Smoked Salmon Bagel,FT GRILL DAY,Green,False,False,True,227.15013241000807,2.974434873212848,0.3185404923993888,59.21,849.89,131.3,1.72,34.23,491.27,0.18
R-26785,GRL|Strips|Crispy Chicken ,FT GRILL DAY,Red,True,False,False,1127.6508659663868,26.871427268907564,3.055133025210081,87.33,262.58,375.26,8.94,29.06,87.38,1.02
R-67027,HAND PAINTED SPRING GINGER COO,FT DESSERTS,Yellow,False,True,False,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-64340,HAND PIE,FT DESSERTS,Green,False,False,True,1.123023,0.010659,0.0034286999999999,0.31,8.8,113.44,1.08,31.31,888.89,0.35
R-44823,HC| Bfast Sandwich|Turkey&Egg,FT GRILL BREAKFAST,Yellow,False,True,False,573.7668603789607,6.547253093362933,0.9714676596695871,83.23,2911.19,247.95,2.83,35.97,1258.08,0.42
R-28232,HC|B'fast Sand|Sausage & Egg,FT GRILL BREAKFAST,Yellow,False,True,False,517.6043636786605,4.928053180962928,0.8198376683020867,79.48,2960.43,238.09,2.27,36.56,1361.74,0.38
