IngredientId,Qty,Uom,Conversion,InvFactor,Recipe
P-7139,88.720,ml,0.00100000,19.7156,P-37780
I-10616,2.500,Kg,2.20462000,0.5000,P-37867
I-3630,20.000,g,0.03527399,4.0000,P-37867
I-3677,1.000,L,1.00000000,0.2000,P-37867
I-4341,2.000,CT,1.00000000,0.4000,P-37867
I-4745,1.000,lb,1.00000000,0.2000,P-37867
I-5983,2.000,L,1.00000000,0.4000,P-37867
I-6443,5.000,fl oz,1.00000000,1.0000,P-37867
P-26019,50.000,g,1.00000000,10.0000,P-37867
I-32246,0.015,Kg,2.20462000,0.2500,P-38875
P-13881,0.040,Kg,1.00000000,0.6667,P-38875
P-18907,1.000,g,1.00000000,16.6667,P-38875
P-19208,0.010,Kg,1.00000000,0.1667,P-38875
P-7139,20.000,ml,0.00100000,333.3333,P-38875
I-19665,10.000,Kg,1.00000000,1.1765,P-40582
I-3388,200.000,ml,0.00100000,23.5294,P-40582
I-3392,100.000,ml,0.00100000,11.7647,P-40582
I-4708,300.000,g,0.00220462,35.2941,P-40582
P-18907,100.000,g,1.00000000,11.7647,P-40582
P-34880,500.000,g,0.00100000,58.8235,P-40582
P-7444,300.000,g,0.00100000,35.2941,P-40582
I-11312,28.000,g,0.03527399,28.0000,P-40583
I-60772,1.000,L,1.00000000,1.0000,P-40583
I-58278,1.000,Kg,2.20462000,1.2500,P-40741
I-3388,1.000,L,1.00000000,0.1031,P-40972
I-47774,1.000,L,1.00000000,0.1031,P-40972
I-4796,10.000,g,0.00220462,1.0309,P-40972
I-6026,3.000,g,1.00000000,0.3093,P-40972
P-26020,225.000,g,0.00100000,23.1959,P-40972
P-34880,225.000,g,0.00100000,23.1959,P-40972
P-39057,350.000,g,1.00000000,36.0825,P-40972
P-40741,11.000,Kg,1.00000000,1.1340,P-40972
I-10882,1.500,L,1.00000000,0.5357,P-41053
I-3321,125.000,ml,0.00143287,44.6429,P-41053
I-47774,1.250,L,1.00000000,0.4464,P-41053
I-11094,1.000,Kg,1.00000000,1.0000,P-41306
I-44341,10.000,g,1.00000000,10.0000,P-41306
I-6026,5.000,g,1.00000000,5.0000,P-41306
I-7705,0.100,L,1.00000000,0.1000,P-41306
I-4491,10.000,Kg,2.20462000,1.4925,P-41314
I-3388,15.000,L,1.00000000,0.0018,P-41466
I-3619,5.000,g,1.00000000,0.0006,P-41466
I-4657,5.000,lb,1.00000000,0.0006,P-41466
I-6026,5.000,g,1.00000000,0.0006,P-41466
I-4582,1.000,CT,1.00000000,0.0050,P-42530
I-1813,0.200,L,35.21126761,0.0261,P-43729
I-1820,0.200,L,1.00000000,0.0261,P-43729
I-3590,15.000,g,0.00100000,1.9608,P-43729
I-3658,0.700,Kg,1.00000000,0.0915,P-43729
I-4010,8.500,Kg,1.00000000,1.1111,P-43729
I-47774,1.000,L,1.00000000,0.1307,P-43729
I-5983,0.500,L,1.00000000,0.0654,P-43729
I-9379,0.100,L,1.00000000,0.0131,P-43729
P-10113,0.050,Kg,1.00000000,0.0065,P-43729
P-10496,0.185,Kg,1.00000000,0.0242,P-43729
P-7444,0.100,Kg,1.00000000,0.0131,P-43729
I-17932,600.000,g,0.00100000,5.0000,P-43933
I-30178,50.000,SHEET,1.00000000,0.4167,P-43933
I-40436,200.000,g,1.00000000,1.6667,P-43933
I-4550,1.000,Kg,2.20462000,0.0083,P-43933
I-4657,800.000,g,0.00220462,6.6667,P-43933
I-4660,800.000,g,0.00220462,6.6667,P-43933
I-4745,5.000,Kg,2.20462000,0.0417,P-43933
I-47774,1.400,L,1.00000000,0.0117,P-43933
I-5983,120.000,L,1.00000000,1.0000,P-43933
P-12954,1.000,Kg,1000.00000000,0.0083,P-43933
P-18907,600.000,g,1.00000000,5.0000,P-43933
P-51222,10.000,Kg,1.00000000,0.0833,P-43933
P-57221,2.000,Kg,2.20462000,0.0167,P-43933
I-4538,5.000,Kg,2.20462000,1.2987,P-44331
I-11207,200.000,g,1.00000000,6.0606,P-44410
I-11240,20.000,Kg,1.00000000,0.6061,P-44410
I-3388,0.500,L,1.00000000,0.0152,P-44410
I-3629,50.000,g,0.03527399,1.5152,P-44410
I-3630,25.000,g,0.03527399,0.7576,P-44410
I-4488,8.000,Kg,2.20462000,0.2424,P-44410
I-5983,8.000,L,1.00000000,0.2424,P-44410
I-6026,20.000,g,1.00000000,0.6061,P-44410
I-6850,2.000,Kg,1000.00000000,0.0606,P-44410
P-26020,300.000,g,0.00100000,9.0909,P-44410
P-26514,800.000,g,1.00000000,24.2424,P-44410
P-34880,300.000,g,0.00100000,9.0909,P-44410
P-39167,2.000,Kg,1.00000000,0.0606,P-44410
P-55427,300.000,g,0.00100000,9.0909,P-44410
P-9733,1.500,Kg,2.20462000,0.0455,P-44410
I-4341,90.000,g,0.01259785,1.8000,P-44510
I-3387,1.000,L,1.00000000,0.9091,P-44645
I-9375,100.000,ml,0.00100000,90.9091,P-44645
I-3630,500.000,g,0.03527399,1.0000,P-44776
P-18907,5.000,g,1.00000000,0.0100,P-44776
I-4919,1.000,lb,1.00000000,2.0000,P-44798
I-3387,250.000,ml,0.00100000,62.5000,P-44817
I-3625,25.000,g,1.00000000,6.2500,P-44817
P-18907,25.000,g,1.00000000,6.2500,P-44817
P-26913,2.500,Kg,1.00000000,0.6250,P-44817
P-9852,2.500,Kg,1.00000000,0.6250,P-44817
I-3321,45.000,g,0.00100000,0.0818,P-44894
I-4531,90.000,g,0.00220462,0.1636,P-44894
P-26019,2.500,g,1.00000000,0.0045,P-44894
P-42530,500.000,g,1.00000000,0.9091,P-44894
I-11218,75.000,g,0.00220462,2.5000,P-44929
I-17932,800.000,g,0.00100000,26.6667,P-44929
I-3141,400.000,ml,1.00000000,13.3333,P-44929
I-3431,700.000,g,0.00100000,23.3333,P-44929
I-4341,20.000,CT,1.00000000,0.6667,P-44929
I-5977,6.000,piece,1.00000000,0.2000,P-44929
I-5983,40.000,L,1.00000000,1.3333,P-44929
P-7444,200.000,ml,0.00100000,6.6667,P-44929
I-3387,250.000,ml,0.00100000,22.2222,P-45052
I-3477,4.500,Kg,2.20462000,0.4000,P-45052
I-5983,6.500,L,1.00000000,0.5778,P-45052
P-18907,40.000,g,1.00000000,3.5556,P-45052
P-7444,30.000,g,0.00100000,2.6667,P-45052
P-9746,350.000,g,0.00220462,31.1111,P-45052
I-3387,300.000,ml,0.00100000,34.2857,P-45124
P-10241,3.000,Kg,1.00000000,0.3429,P-45124
P-18907,15.000,g,1.00000000,1.7143,P-45124
P-44728,20.000,g,1.00000000,2.2857,P-45124
P-45120,3.000,Kg,1.00000000,0.3429,P-45124
P-45121,3.000,Kg,1.00000000,0.3429,P-45124
I-3388,15.000,ml,0.00100000,0.0833,P-46328
I-4010,310.000,g,0.00100000,1.7222,P-46328
P-26019,2.500,g,1.00000000,0.0139,P-46328
I-19737,1.200,L,1.00000000,0.6000,P-47074
I-3678,1.000,L,1.00000000,0.5000,P-47074
P-46869,100.000,g,0.00100000,50.0000,P-47074
P-7444,100.000,ml,0.00100000,50.0000,P-47074
I-4574,4.540,Kg,2.20462000,0.9080,P-47196
P-41468,16.000,L,1.00000000,3.2000,P-47196
P-51222,4.540,Kg,1.00000000,0.9080,P-47196
P-47354,350.000,ml,0.00100000,31.8182,P-47353
P-49571,12.000,Kg,1.00000000,1.0909,P-47353
I-3670,1.000,L,1.00000000,0.2500,P-47354
I-3671,3.000,L,1.00000000,0.7500,P-47354
I-5983,250.000,ml,0.00100000,62.5000,P-47354
P-18907,3.000,g,1.00000000,0.7500,P-47354
P-44901,5.000,g,0.00100000,1.2500,P-47354
P-46869,100.000,g,0.00100000,25.0000,P-47354
I-3387,236.588,ml,0.00100000,47.3176,P-47745
I-4818,5.000,Kg,2.20462000,1.0000,P-47745
P-18907,50.000,g,1.00000000,10.0000,P-47745
I-4010,11.000,Kg,1.00000000,1.1282,P-47836
I-56382,500.000,ml,0.00100000,51.2821,P-47836
P-18907,100.000,g,1.00000000,10.2564,P-47836
I-3386,100.000,ml,0.00100000,20.0000,P-48877
I-7064,7.000,Kg,1.00000000,1.4000,P-48877
P-44776,120.000,g,1.00000000,24.0000,P-48877
P-48877,6.000,Kg,1.00000000,1.0000,P-49155
I-17582,10.000,Kg,2.20462000,1.1111,P-49571
I-10278,250.000,g,0.00220462,200.0000,P-49591
I-6829,8.000,g,0.00100000,6.4000,P-49591
P-47361,100.000,ml,0.00100000,80.0000,P-49591
P-51242,1.000,Kg,1.00000000,0.8000,P-49591
I-1758,2.000,ml,0.03381406,0.0267,P-49605
I-4255,1.000,CT,1.00000000,0.0133,P-49605
I-5983,0.500,L,1.00000000,0.0067,P-49605
P-49571,10.000,Kg,1.00000000,1.1765,P-49610
I-49251,10.000,Kg,2.20462000,1.0526,P-49671
P-18907,5.000,g,1.00000000,0.5263,P-49671
I-11194,75.000,g,0.00100000,75.0000,P-50147
I-12176,15.000,g,0.00100000,15.0000,P-50147
I-3387,900.000,ml,0.00100000,900.0000,P-50147
I-3643,10.000,g,0.00100000,10.0000,P-50147
I-3321,500.000,ml,0.00143287,27.0270,P-50250
I-3388,100.000,ml,0.00100000,5.4054,P-50250
P-18907,50.000,g,1.00000000,2.7027,P-50250
P-55258,20.000,Kg,1.00000000,1.0811,P-50250
I-3387,200.000,ml,0.00100000,100.0000,P-50290
I-4518,2.700,Kg,2.20462000,1.3500,P-50290
P-26019,10.000,g,1.00000000,5.0000,P-50290
I-12176,5.000,g,0.00100000,0.0278,P-50295
I-4538,75.000,g,0.00220462,0.4167,P-50295
I-4593,0.500,CT,1.00000000,0.0028,P-50295
I-4657,8.000,g,0.00220462,0.0444,P-50295
P-50147,25.000,ml,0.00100000,0.1389,P-50295
I-3856,3.000,Kg,1.00000000,1.0791,P-50372
P-51269,1.000,Kg,1.00000000,0.3597,P-50372
I-1813,0.200,L,35.21126761,0.0800,P-50386
I-1820,0.200,L,1.00000000,0.0800,P-50386
I-3658,0.700,Kg,1.00000000,0.2800,P-50386
I-47774,1.000,L,1.00000000,0.4000,P-50386
I-5983,0.500,L,1.00000000,0.2000,P-50386
P-10496,0.185,Kg,1.00000000,0.0740,P-50386
P-7444,0.100,Kg,1.00000000,0.0400,P-50386
I-3110,7.250,Kg,1000.00000000,0.9667,P-50389
I-3590,20.000,g,0.00100000,2.6667,P-50389
I-47774,200.000,ml,0.00100000,26.6667,P-50389
I-9379,100.000,ml,0.00100000,13.3333,P-50389
P-10113,0.050,Kg,1.00000000,0.0067,P-50389
P-50386,2.000,L,1.00000000,0.2667,P-50389
P-53996,1.000,Kg,1.00000000,0.1333,P-50389
I-2251,4.000,L,1.00000000,1.0000,P-50464
I-3290,400.000,g,0.00100000,100.0000,P-50464
I-6026,10.000,g,1.00000000,2.5000,P-50464
I-8060,400.000,g,1.00000000,100.0000,P-50464
P-18907,100.000,g,1.00000000,25.0000,P-50464
P-38556,100.000,g,0.00100000,25.0000,P-50464
P-7444,50.000,g,0.00100000,12.5000,P-50464
I-4703,1.000,lb,1.00000000,2.2222,P-50563
I-4894,2.270,Kg,2.20462000,2.3895,P-50568
I-3099,0.454,Kg,1000.00000000,0.4540,P-50581
I-5983,12.000,L,1.00000000,12.0000,P-50581
I-15329,150.000,g,0.00100000,7.5000,P-50600
I-3388,30.000,ml,0.00100000,1.5000,P-50600
I-4341,1.000,CT,1.00000000,0.0500,P-50600
I-5983,20.000,L,1.00000000,1.0000,P-50600
I-6026,70.000,g,1.00000000,3.5000,P-50600
P-26020,100.000,g,0.00100000,5.0000,P-50600
P-34880,100.000,g,0.00100000,5.0000,P-50600
P-50552,950.000,g,0.00220462,47.5000,P-50600
P-50563,400.000,g,0.00220462,20.0000,P-50600
P-50619,400.000,g,0.00100000,20.0000,P-50600
I-12176,10.000,g,0.00100000,6.6667,P-50605
I-3619,5.000,g,1.00000000,3.3333,P-50605
I-5983,4.000,L,1.00000000,2.6667,P-50605
I-7935,454.000,g,0.00100000,302.6667,P-50605
P-35251,150.000,ml,0.00100000,100.0000,P-50605
P-7444,20.000,ml,0.00100000,13.3333,P-50605
I-12176,200.000,g,0.00100000,133.3333,P-50612
I-3649,20.000,g,1.00000000,13.3333,P-50612
I-3658,200.000,g,0.00100000,133.3333,P-50612
I-5983,1.000,L,1.00000000,0.6667,P-50612
I-9382,500.000,ml,0.00100000,333.3333,P-50612
I-3658,100.000,g,0.00100000,100.0000,P-50613
I-4458,2.000,Kg,5.91716000,2.0000,P-50613
I-5983,250.000,ml,0.00100000,250.0000,P-50613
I-3853,12.000,CT,1.00000000,1.0000,P-50614
P-50612,1.000,1L,1.00000000,0.0833,P-50614
I-3387,200.000,ml,0.00100000,333.3333,P-50617
I-4731,1.000,Kg,2.20462000,1.6667,P-50617
P-26019,10.000,g,1.00000000,16.6667,P-50617
P-44728,50.000,g,1.00000000,83.3333,P-50617
P-7444,200.000,ml,0.00100000,333.3333,P-50617
P-9738,200.000,g,0.00100000,333.3333,P-50617
I-4598,10.000,Kg,1.25000000,1.3333,P-50619
I-3321,15.000,g,0.00100000,0.0150,P-50621
I-3458,1.000,L,1.00000000,0.0010,P-50621
I-3563,5.000,ml,1.00000000,0.0050,P-50621
I-6820,50.000,g,0.00100000,0.0500,P-50621
P-52036,10.000,g,1.00000000,0.0100,P-50621
P-7444,15.000,ml,0.00100000,0.0150,P-50621
P-9738,100.000,g,0.00100000,0.1000,P-50621
I-3387,50.000,ml,0.00100000,66.6667,P-50712
I-3670,80.000,ml,0.00100000,106.6667,P-50712
P-19208,1.000,Kg,1.00000000,1.3333,P-50712
P-26019,7.000,g,1.00000000,9.3333,P-50712
I-4546,1.000,Kg,2.20462000,1.2500,P-50716
I-3387,100.000,ml,0.00100000,117.6471,P-50717
I-3670,5.000,ml,0.00100000,5.8824,P-50717
I-9382,10.000,ml,0.00100000,11.7647,P-50717
P-26019,20.000,g,1.00000000,23.5294,P-50717
P-50716,1.000,Kg,1.00000000,1.1765,P-50717
I-3390,125.000,ml,0.00100000,31.2500,P-50749
P-50774,100.000,g,1.00000000,25.0000,P-50749
P-6975,4.000,Kg,1.00000000,1.0000,P-50749
I-2656,1.000,Kg,1.00000000,0.2500,P-50752
I-3630,25.000,g,0.03527399,6.2500,P-50752
I-3631,50.000,g,1.00000000,12.5000,P-50752
I-6832,25.000,g,1.00000000,6.2500,P-50752
P-19208,1.000,Kg,1.00000000,0.2500,P-50752
P-50749,2.500,Kg,1.00000000,0.6250,P-50752
P-55555,30.000,ml,0.00100000,7.5000,P-50752
P-7444,30.000,ml,0.00100000,7.5000,P-50752
P-9746,500.000,g,0.00220462,125.0000,P-50752
I-3387,100.000,ml,0.00100000,62.5000,P-50757
P-18746,2.000,Kg,1.00000000,1.2500,P-50757
P-26019,100.000,g,1.00000000,62.5000,P-50757
P-10496,0.100,Kg,1.00000000,0.0667,P-50758
P-18907,10.000,g,1.00000000,6.6667,P-50758
P-41314,2.000,Kg,1.00000000,1.3333,P-50758
I-3386,50.000,ml,0.00100000,12.5000,P-50759
P-18746,1.000,Kg,1.00000000,0.2500,P-50759
P-26019,100.000,g,1.00000000,25.0000,P-50759
P-45047,200.000,g,0.00100000,50.0000,P-50759
P-9748,1.000,Kg,2.20462000,0.2500,P-50759
P-9756,2.000,Kg,1.00000000,0.5000,P-50759
I-3660,200.000,g,0.00100000,100.0000,P-50761
I-9382,500.000,ml,0.00100000,250.0000,P-50761
P-10113,200.000,g,0.00100000,100.0000,P-50761
P-49605,400.000,g,1.00000000,200.0000,P-50761
P-9710,2.000,Kg,2.20462000,1.0000,P-50761
P-9746,500.000,g,0.00220462,250.0000,P-50761
I-3387,100.000,ml,0.00100000,62.5000,P-50763
P-26019,10.000,g,1.00000000,6.2500,P-50763
P-9839,2.000,Kg,1.00000000,1.2500,P-50763
I-1813,200.000,ml,0.03381406,100.0000,P-50770
I-1820,200.000,ml,0.00100000,100.0000,P-50770
I-3387,100.000,ml,0.00100000,50.0000,P-50770
P-18907,100.000,g,1.00000000,50.0000,P-50770
P-49610,2.000,Kg,1.00000000,1.0000,P-50770
I-3141,300.000,ml,1.00000000,150.0000,P-50771
I-5983,2.000,L,1.00000000,1.0000,P-50771
P-47541,200.000,ml,0.00100000,100.0000,P-50771
P-7444,100.000,ml,0.00100000,50.0000,P-50771
P-9717,200.000,g,0.00220462,100.0000,P-50771
P-9746,400.000,g,0.00220462,200.0000,P-50771
P-50614,12.000,CT,1.00000000,1.0000,P-50776
P-50774,100.000,g,1.00000000,8.3333,P-50776
I-22916,10.000,Kg,1.00000000,1.2500,P-50829
P-50535,8.000,L,1.00000000,1.0000,P-50829
I-27410,0.300,Kg,1.00000000,0.1875,P-50866
I-3856,2.000,Kg,1.00000000,1.2500,P-50866
P-18907,40.000,g,1.00000000,25.0000,P-50866
P-44728,0.100,Kg,1000.00000000,0.0625,P-50866
P-7444,0.045,Kg,1.00000000,0.0281,P-50866
I-10279,1.000,Kg,2.20462000,1.0000,P-50868
I-3387,100.000,ml,0.00100000,100.0000,P-50868
P-50774,50.000,g,1.00000000,50.0000,P-50868
P-47836,12.000,Kg,1.00000000,1.3333,P-50876
P-9519,1.000,L,1.00000000,0.1111,P-50876
I-3386,100.000,ml,0.00100000,50.0000,P-50879
P-26019,10.000,g,1.00000000,5.0000,P-50879
P-57011,2.500,Kg,1.00000000,1.2500,P-50879
I-11806,4.000,Kg,2.20462000,1.1111,P-50882
I-3387,100.000,ml,0.00100000,27.7778,P-50882
I-3621,5.000,g,1.00000000,1.3889,P-50882
P-18907,100.000,g,1.00000000,27.7778,P-50882
P-44728,50.000,g,1.00000000,13.8889,P-50882
I-3321,100.000,g,0.00100000,21.0526,P-50884
P-18907,45.000,g,1.00000000,9.4737,P-50884
P-9851,5.000,Kg,1.00000000,1.0526,P-50884
I-1820,200.000,ml,0.00100000,42.1053,P-50886
P-18907,20.000,g,1.00000000,4.2105,P-50886
P-47541,20.000,ml,0.00100000,4.2105,P-50886
P-9851,5.000,Kg,1.00000000,1.0526,P-50886
P-20368,2.000,Kg,1.00000000,2.0000,P-50888
P-26019,100.000,g,1.00000000,100.0000,P-50888
P-26020,50.000,g,0.00100000,50.0000,P-50888
P-9746,200.000,g,0.00220462,200.0000,P-50888
I-11051,10.000,Kg,2.20462000,1.1111,P-50897
I-3387,100.000,ml,0.00100000,11.1111,P-50897
P-26019,5.000,g,1.00000000,0.5556,P-50897
P-48489,100.000,g,0.00100000,11.1111,P-50897
P-7336,125.000,g,1.00000000,13.8889,P-50897
I-3388,30.000,ml,0.00100000,0.1714,P-50907
I-3621,2.000,g,1.00000000,0.0114,P-50907
I-3670,5.000,ml,0.00100000,0.0286,P-50907
I-3696,15.000,ml,1.00000000,0.0857,P-50907
I-5983,75.000,ml,0.00100000,0.4286,P-50907
I-6443,30.000,ml,0.03381406,0.1714,P-50907
P-34880,15.000,g,0.00100000,0.0857,P-50907
P-7444,15.000,g,0.00100000,0.0857,P-50907
P-45047,200.000,g,0.00100000,100.0000,P-50938
P-47074,2.000,L,1.00000000,1.0000,P-50938
I-4725,1.000,Kg,2.20462000,0.2222,P-50939
I-9759,212.000,ml,0.00100000,47.1111,P-50939
P-50771,4.000,1L,1.00000000,0.8889,P-50939
I-4952,10.000,Kg,2.20462000,1.1111,P-50941
P-26019,200.000,g,1.00000000,22.2222,P-50941
I-3670,700.000,ml,0.00100000,140.0000,P-50942
P-50941,5.000,Kg,1.00000000,1.0000,P-50942
I-9832,5.000,Kg,2.20462000,1.1111,P-51222
I-3110,10.000,Kg,1000.00000000,1.0000,P-51250
I-10864,2.250,L,1.00000000,0.7500,P-51269
I-3392,100.000,ml,0.00100000,33.3333,P-51269
I-3660,240.000,g,0.00100000,80.0000,P-51269
I-47774,120.000,ml,0.00100000,40.0000,P-51269
I-6026,100.000,g,1.00000000,33.3333,P-51269
I-7631,90.000,g,0.00220462,30.0000,P-51269
P-26020,200.000,g,0.00100000,66.6667,P-51269
I-4495,60.000,lb,1.00000000,2.7523,P-51523
I-7912,1.000,Kg,1.00000000,0.5000,P-51525
P-50600,3.000,L,1.00000000,1.5000,P-51525
I-4918,1.000,Kg,2.20462000,0.0020,P-52035
I-4818,4.000,Kg,2.20462000,1.0000,P-52127
I-5983,500.000,L,1.00000000,125.0000,P-52127
P-26019,10.000,g,1.00000000,2.5000,P-52127
P-7444,200.000,ml,0.00100000,50.0000,P-52127
I-47399,3.000,Kg,1.00000000,0.6000,P-53126
P-18907,4.000,g,1.00000000,0.8000,P-53126
P-50464,4.000,L,1.00000000,0.8000,P-53126
I-3388,150.000,ml,0.00100000,1.2500,P-53147
I-9687,6.000,Kg,1.00000000,0.0500,P-53147
P-43933,120.000,L,1.00000000,1.0000,P-53147
P-44645,10.000,ml,0.00100000,0.0625,P-53319
P-46328,160.000,g,1.00000000,1.0000,P-53319
P-56427,20.000,g,1.00000000,0.1250,P-53319
I-52244,60.000,g,0.00220462,0.3529,P-53448
P-45118,20.000,g,0.00100000,0.1176,P-53448
P-50712,50.000,g,0.00100000,0.2941,P-53448
P-51537,5.000,g,0.00100000,0.0294,P-53448
P-58413,20.000,ml,0.00100000,0.1176,P-53448
I-3468,2.000,L,1.00000000,1.0000,P-53775
I-5983,0.250,L,1.00000000,0.1250,P-53775
P-26019,5.000,g,1.00000000,2.5000,P-53775
P-32661,1.000,L,1.00000000,0.5000,P-53775
P-9746,0.500,Kg,2.20462000,0.2500,P-53775
I-30144,450.000,g,1.00000000,0.7031,P-53781
I-5983,12.000,L,1.00000000,0.0188,P-53781
I-6026,5.000,g,1.00000000,0.0078,P-53781
I-3388,100.000,ml,0.00100000,22.2222,P-53996
P-18907,5.000,g,1.00000000,1.1111,P-53996
P-43440,5.000,Kg,1.00000000,1.1111,P-53996
I-3388,100.000,ml,0.00100000,88.9680,P-54203
I-4737,2.250,Kg,2.20462000,2.0018,P-54203
P-18907,10.000,g,1.00000000,8.8968,P-54203
I-3388,400.000,ml,0.00100000,333.3333,P-55100
I-4796,10.000,g,0.00220462,8.3333,P-55100
I-5983,200.000,ml,0.00100000,166.6667,P-55100
I-6443,75.000,ml,0.03381406,62.5000,P-55100
I-6825,75.000,ml,0.00100000,62.5000,P-55100
P-18907,2.000,g,1.00000000,1.6667,P-55100
P-24750,120.000,g,0.00100000,100.0000,P-55100
P-26020,30.000,g,0.00100000,25.0000,P-55100
P-50429,200.000,g,1.00000000,166.6667,P-55100
P-50500,100.000,g,1.00000000,83.3333,P-55100
P-52035,50.000,g,1.00000000,41.6667,P-55100
P-9741,100.000,g,0.00100000,83.3333,P-55100
I-3389,50.000,ml,0.00100000,10.0000,P-55127
P-13933,1.000,L,1.00000000,0.2000,P-55127
P-18907,50.000,g,1.00000000,10.0000,P-55127
P-26020,200.000,g,0.00100000,40.0000,P-55127
P-34123,2.000,Kg,1.00000000,0.4000,P-55127
P-50689,1.000,Kg,1000.00000000,0.2000,P-55127
P-9714,1.500,Kg,1.00000000,0.3000,P-55127
I-4572,11.260,Kg,2.20462000,1.1260,P-55258
I-5983,5.000,L,1.00000000,0.5000,P-55258
I-3388,1.000,oz,0.02954585,0.1100,P-55438
I-37842,4.540,Kg,1.00000000,0.4994,P-55438
I-5983,20.000,L,1.00000000,2.2002,P-55438
I-6026,1.000,g,1.00000000,0.1100,P-55438
I-2051,10.000,g,0.00100000,2.0000,P-56066
I-3388,4.000,L,1.00000000,0.8000,P-56066
I-3621,100.000,g,1.00000000,20.0000,P-56066
I-3624,300.000,g,0.00100000,60.0000,P-56066
I-40458,300.000,g,1.00000000,60.0000,P-56066
I-4796,20.000,g,0.00220462,4.0000,P-56066
I-5978,150.000,g,1.00000000,30.0000,P-56066
I-6026,40.000,g,1.00000000,8.0000,P-56066
P-26020,200.000,g,0.00100000,40.0000,P-56066
P-50568,200.000,g,0.00100000,40.0000,P-56066
I-22443,2.840,L,1.00000000,1.6706,P-56067
I-3388,100.000,ml,0.00100000,26.3158,P-56068
I-3553,1.500,L,1.00000000,0.3947,P-56068
I-40436,40.000,g,1.00000000,10.5263,P-56068
I-5983,500.000,ml,0.00100000,131.5789,P-56068
I-7705,1.000,L,1.00000000,0.2632,P-56068
P-26020,100.000,g,0.00100000,26.3158,P-56068
P-56066,25.000,ml,0.00100000,6.5789,P-56068
P-56067,3.400,Kg,1.00000000,0.8947,P-56068
I-3389,30.000,ml,0.00100000,0.0857,P-56427
P-32663,230.000,g,0.00100000,0.6571,P-56427
P-38637,30.000,g,0.00100000,0.0857,P-56427
P-44728,30.000,g,1.00000000,0.0857,P-56427
P-56946,20.000,g,0.00100000,0.0571,P-56427
P-7444,10.000,ml,0.00100000,0.0286,P-56427
I-14179,720.000,g,0.00100000,150.0000,P-56500
I-2141,80.000,g,0.00100000,16.6667,P-56500
P-53126,1.600,L,1.00000000,0.3333,P-56500
P-55438,2.400,Kg,1.00000000,0.5000,P-56500
P-13881,2.000,Kg,1.00000000,1.6000,P-56942
I-2853,1.100,Kg,1.00000000,1.1000,P-56946
I-13903,1.000,Kg,2.20462000,0.2857,P-57011
I-1813,10.000,ml,0.03381406,2.8571,P-57011
I-6924,4.000,Kg,4.27350000,1.1429,P-57011
I-4703,2.000,lb,1.00000000,1.6667,P-57221
P-51250,16.000,Kg,1.00000000,0.2909,P-57263
P-8180,40.000,L,1.00000000,0.7273,P-57263
I-2141,50.000,g,0.00100000,0.3333,P-57302
I-3623,50.000,g,1.00000000,0.3333,P-57302
P-44728,50.000,g,1.00000000,0.3333,P-57302
P-57372,1.100,Kg,1.00000000,1.1000,P-57373
P-7336,200.000,g,1.00000000,200.0000,P-57373
P-51523,5.000,Kg,1.00000000,1.1765,P-61904
I-31126,24.000,each,1.00000000,1.0000,P-61959
P-26077,75.000,g,0.00100000,37.5000,P-61984
P-50888,0.500,Kg,1.00000000,0.2500,P-61984
P-50892,1.000,Kg,1.00000000,0.5000,P-61984
I-11312,10.000,g,0.03527399,14.2857,P-62108
I-3224,0.750,L,1000.00000000,1.0714,P-62108
P-18907,1.000,g,1.00000000,1.4286,P-62108
P-46515,1.000,g,1.00000000,1.4286,P-62108
P-46870,1.000,g,1.00000000,1.4286,P-62108
P-50866,10.000,Kg,1.00000000,1.2121,P-62112
P-18781,1.000,Kg,1.00000000,0.2500,P-62143
P-50938,400.000,ml,0.00100000,100.0000,P-62143
P-55127,3.000,Kg,1.00000000,0.7500,P-62143
P-7336,250.000,g,1.00000000,62.5000,P-62143
I-3387,25.000,ml,0.00100000,13.2275,P-62148
P-18907,2.000,g,1.00000000,1.0582,P-62148
P-46865,10.000,g,1.00000000,5.2910,P-62148
P-49571,2.000,Kg,1.00000000,1.0582,P-62148
P-50774,5.000,g,1.00000000,2.6455,P-62148
I-4967,1.000,Kg,2.20462000,0.0011,P-62405
I-4016,2.000,Kg,1.00000000,1.4286,P-64675
P-24750,10.000,g,0.00100000,7.6923,P-68227
P-25893,200.000,g,0.00100000,153.8462,P-68227
P-28989,200.000,g,0.00100000,153.8462,P-68227
P-36076,400.000,ml,0.00100000,307.6923,P-68227
P-62405,250.000,g,1.00000000,192.3077,P-68227
P-9720,250.000,g,0.00100000,192.3077,P-68227
I-3388,3.000,L,1.00000000,1.0000,P-6986
I-4983,1.000,oz,1.00000000,0.3333,P-6986
I-3387,500.000,ml,0.00100000,20.0000,P-7078
P-26019,200.000,g,1.00000000,8.0000,P-7078
P-26020,125.000,g,0.00100000,5.0000,P-7078
P-44901,500.000,g,0.00100000,20.0000,P-7078
P-57007,30.000,Kg,1.00000000,1.2000,P-7078
I-2217,2.000,L,1.00000000,0.1333,P-7093
I-2653,1.000,lb,1.00000000,0.0667,P-7093
I-4819,25.000,lb,1.00000000,1.6667,P-7093
I-65799,2.000,L,1000.00000000,0.1333,P-7093
I-8060,2.000,lb,453.59200000,0.1333,P-7093
