IngredientId,Qty,Uom,Conversion,InvFactor,Recipe,Description,InventoryGroup,CategoryID,GHG_factor
I-43986,1.0,ea,1,1.0,R-56303,KELLOGGS Fun Pack Cereal,MM Grocery Cereal,21.0,1.4785
I-3191,1.0,PTN,1,1.0,R-39829,CEREAL VARIETY PACK CUP TFC,FOOD - GROCERY,21.0,1.4785
I-28914,3.0,each,1,3.0,P-65742,GYOZA VEGETABLE,FOOD - GROCERY,59.0,1.0127
I-52638,1.0,ea,1,1.0,R-62934,OAT CHOC*DRINK 250ML,BEVERAGE,28.0,0.9943
I-55552,1.0,ea,1,1.0,R-62935,OAT VANILLA DRINK 250ML,BEVERAGE,28.0,0.9943
I-17680,0.2,bag,1,0.0333,P-14076,CEREAL CORNPUFF GORILA MNCH GF,FOOD - GROCERY,22.0,0.9734
I-64234,1.0,414ML,1,1.0,R-64333,CORE POWER BANANA 414ML,BEVERAGE,33.0,0.7115
I-3912,1.0,CT,1,1.0,R-55703,BURGER VEGGIE  44CT FZN,MEAT,18.0,0.6995
I-64876,1.0,each,1,0.0083,P-64878,TMRW BURGER PATTIES VEGAN,MEAT,18.0,0.6995
I-49871,1.0,ea,1,1.0,R-56031,NORA Seaweed Snack Temp Orig,FOOD - GROCERY,40.0,0.5029
I-45532,1.0,each,1,1.0,R-45940,G&G|Pot|Mediterranean,PRODUCE,40.0,0.5029
I-62866,1.0,ea,1,1.0,R-50345,CK|G&G|Pot|Crudite w/Ranch.,PRODUCTION FOOD,40.0,0.5029
I-19736,0.25,ea,1,1.0,R-54867,CALZONE CHIPOTLE & ARTICHOKE,FOOD - GROCERY,40.0,0.5029
I-4947,1.0,CT,1,0.008,P-45048,WATERCRESS(24 CT) US,PRODUCE,40.0,0.5029
I-57540,1.0,each,1,1.0,R-38524,SMOOTHIE EXTREME GREEN,BEVERAGE,40.0,0.5029
I-21532,0.1,ea,1,1.0,R-50124,KIMCHI - 1ST CHOICE CUT VEGAN,FOOD - GROCERY,40.0,0.5029
I-2834,1.0,CT,1,1.0,R-47964,VITA SOY COCONUT SOYA DRINK,BEVERAGE,30.0,0.489
I-40911,0.1,CT,1,1.0,R-22974,VITA SOY BLACK ,BEVERAGE,30.0,0.489
I-20923,1.0,CT,1,1.0,R-38047,YOGURT SOY MULTIPACK,DAIRY,30.0,0.489
I-1782,0.5,PTN,1,1.0,R-12397,SOY FORTIFIED CHOC SO NICE,BEVERAGE,30.0,0.489
I-2837,1.0,CT,1,1.0,R-54029,VITA SOY MELON SOYA DRINK,BEVERAGE,30.0,0.489
I-12123,0.5,PTN,1,1.0,R-12397,SOY ORIGINAL SO NICE 250ML,BEVERAGE,30.0,0.489
I-2836,0.1,CT,1,1.0,R-22974,VITA SOY MALT,BEVERAGE,30.0,0.489
I-66030,1.0,CT,1,1.0,R-66133,CK|Pot|Mango Pudding 6ea,PRODUCTION FOOD,31.0,0.4306
I-43973,1.0,ea,1,1.0,R-56030,DOLE FruitPud Mango,MM Snack Popcorn & Other,31.0,0.4306
I-3324,0.167,PTN,1,1.0,R-13177,JAM MARMORANGE PURE PORT ,FOOD - GROCERY,31.0,0.4306
I-57541,1.0,each,1,1.0,R-37749,SMOOTHIE MANGO & PASSIONFRUIT,BEVERAGE,31.0,0.4306
I-57543,1.0,each,1,1.0,R-38280,SMOOTHIE COCONUT & PINEAPPLE,BEVERAGE,31.0,0.4306
I-3325,0.167,PTN,1,1.0,R-13177,JAM RASPBERRY PURE PORT TFC,FOOD - GROCERY,31.0,0.4306
I-3326,0.167,PTN,1,1.0,R-13177,JAM STRAWBERRY*PURE PORT,FOOD - GROCERY,31.0,0.4306
I-3323,0.167,PTN,1,1.0,R-13177,JAM BLUEBERRY PURE PORT TFC,FOOD - GROCERY,31.0,0.4306
I-62890,1.0,ea,1,1.0,R-65467,CK|G&G|Pot|Seasonal Fruit.,PRODUCTION FOOD,31.0,0.4306
I-9689,1.0,ea,1,1.0,R-46344,PLUMS 60/65CT,PRODUCE,31.0,0.4306
I-11517,1.0,bag,1,1.0,R-39819,CHIP HARDBITE BBQ,"CHIPS, PRETZELS, NUTS",41.0,0.397
I-18634,1.0,ea,1,1.0,R-53236,CHIP TERRA ORIGINAL,"CHIPS, PRETZELS, NUTS",41.0,0.397
I-11516,1.0,bag,1,1.0,R-39823,CHIP HARDBITE ALL NATURAL,"CHIPS, PRETZELS, NUTS",41.0,0.397
I-3221,1.0,bag,1,1.0,R-39822,CHIP HARDBITE WLD ONION & YOG,"CHIPS, PRETZELS, NUTS",41.0,0.397
I-3213,1.0,bag,1,1.0,R-49339,CHIP SUN FRENCH ONION TFC,"CHIPS, PRETZELS, NUTS",41.0,0.397
I-3215,1.0,bag,1,1.0,R-49340,CHIP SUN HARVEST CHED TFC,"CHIPS, PRETZELS, NUTS",41.0,0.397
I-3214,1.0,bag,1,1.0,R-49341,CHIP SUN GARDEN SALSA TFC,"CHIPS, PRETZELS, NUTS",41.0,0.397
I-41150,1.0,each,1,1.0,R-49342,CHIPS TORTILLA SALTED,"CHIPS, PRETZELS, NUTS",41.0,0.397
I-25198,1.0,ea,1,1.0,R-49343,CHIP TERRA EXOTIC VEG,"CHIPS, PRETZELS, NUTS",41.0,0.397
I-57539,1.0,each,1,1.0,R-37786,SMOOTHIE FRUIT EXTREME ENERGY,BEVERAGE,35.0,0.3942
I-57538,1.0,each,1,1.0,R-58276,SMOOTHIE EXTREME C FRUIT,BEVERAGE,35.0,0.3942
I-64326,1.0,each,1,1.0,R-64450,SODA KARMA APPLE,BEVERAGE,32.0,0.3581
I-9834,2.0,CT,1,0.25,P-53318,TURNIP YELLOW,PRODUCE,38.0,0.3062
I-36612,1.0,ea,1,1.0,R-54633,FRUIT STRIP GF BERRY SPINACH,CANDIES SNACKS,59.0,0.0
I-44101,1.0,ea,1,1.0,R-56008,RISE Kombucha Bby Maple 414ml,BEVERAGE,55.0,0.0
I-5158,9.0,CT,1,1.0,R-37373,CALIFORNIA ROLL 9PC,SUSHI,59.0,0.0
I-55632,1.0,each,1,1.0,R-56009,TONICA GOJI GRAPEFR 355ML,BEVERAGE,55.0,0.0
I-28683,1.0,ea,1,1.0,R-33924,G&G|Pot|Salted Caramel ,PRODUCTION FOOD,59.0,0.0
I-36998,1.0,ea,1,1.0,R-37730,SANDWICH CHICKEN CRANCHERRY,FOOD - GROCERY,59.0,0.0
I-36613,1.0,ea,1,1.0,R-54634,FRUIT STRIP GF SWEET POTATO ,CANDIES SNACKS,59.0,0.0
I-7619,2.0,ea,1,1.0,P-51225,"SKEWER BAMBOO 8""",DISPOSABLES,61.0,0.0
I-1212,1.0,ea,1,1.0,R-32328,CROISSANT HAM & CHEESE ,BAKED GOODS,59.0,0.0
I-28682,1.0,ea,1,1.0,R-33937,G&G|Pot|Blueberry Chia ,PRODUCTION FOOD,59.0,0.0
I-1079p,1.0,CT,1,1.0,P-47859,CUP PLAS CLR 12Z PET,DISPOSABLES,61.0,0.0
I-36611,1.0,ea,1,1.0,R-54635,FRUIT STRIP GF CINNAMON BEET,CANDIES SNACKS,59.0,0.0
I-11425,0.25,CT,1,1.0,R-54867,CALZONE CLASSIC ITALIAN,FOOD - GROCERY,59.0,0.0
I-31096,1.0,ea,1,1.0,R-37714,WATER VITAMIN SHINE,BEVERAGE,55.0,0.0
I-37122,1.0,ea,1,1.0,R-37723,G&G|Pot|Chia Pudding,PRODUCTION FOOD,59.0,0.0
I-15189,0.125,BAR,1,1.0,R-16249,BAR SOLO-PEANUT POWER,CANDIES SNACKS,59.0,0.0
I-36996,1.0,ea,1,1.0,R-37728,"SANDWICH BACON, CHEDD & TOMATO",FOOD - GROCERY,59.0,0.0
I-33979,1.0,ea,1,1.0,R-34518,GOLD PEAK LEMON TEA,BEVERAGE,55.0,0.0
I-43547,1.0,each,1,1.0,P-47859,"STRAW PPR GIANT NOWRAP WHT 10""",DISPOSABLES,61.0,0.0
I-36997,1.0,ea,1,1.0,R-37729,SANDWICH SALMON SALAD,FOOD - GROCERY,59.0,0.0
I-55631,1.0,each,1,1.0,R-55997,TONICA ORIGINAL 355ML,BEVERAGE,55.0,0.0
I-13967,1.0,340ML,1,1.0,R-56000,JUICE LEMONADE SIMPLY RASPBERY,BEVERAGE,55.0,0.0
I-45691,1.0,ea,1,1.0,R-56005,RISE Ginger 414 ml,BEVERAGE,55.0,0.0
I-41373,0.5,ea,1,1.0,R-54859,"QUICHE 4.25"" HAM & CHEESE ",FOOD - GROCERY,59.0,0.0
I-41372,0.5,ea,1,1.0,R-54859,"QUICHE 4.25"" RED PEPP & CHEESE",FOOD - GROCERY,59.0,0.0
I-1165p,1.0,CT,1,1.0,P-47859,LID DOME W/H FIT TP9/TP12/TN20,DISPOSABLES,61.0,0.0
I-42901,1.0,ea,1,1.0,R-54650,SNACK WHOLESOME YOGI,CANDIES SNACKS,59.0,0.0
I-5169,9.0,CT,1,1.0,R-37374,CALIFORNIA SPICY ROLL 9PC,SUSHI,59.0,0.0
I-42900,1.0,ea,1,1.0,R-54649,SNACK WASABI-ME,CANDIES SNACKS,59.0,0.0
I-42898,1.0,ea,1,1.0,R-54648,SNACK HEARTY TAMARI,CANDIES SNACKS,59.0,0.0
I-55630,1.0,each,1,1.0,R-56004,TONICA MANGO 355ML,BEVERAGE,55.0,0.0
I-52126,1.0,ea,1,1.0,R-55425,KIND Chia Apple Mango,FOOD - GROCERY,59.0,0.0
I-37655,0.125,each,1,1.0,R-41299,TEA HERBAL CAMOMILE SWEET,BEVERAGE,55.0,0.0
I-52118,1.0,ea,1,1.0,R-56026,WILD TEA Kombucha Orange,BEVERAGE,55.0,0.0
I-55629,1.0,each,1,1.0,R-56027,TONICA GREEN TEA 355 ML,BEVERAGE,55.0,0.0
I-63089,1.0,ea,1,1.0,R-63841,WATER SMART SPORT 700ML,BEVERAGE,55.0,0.0
I-47779,1.0,ea,1,1.0,R-63843,WATER SMART 1L ,BEVERAGE,55.0,0.0
I-63017,1.0,ea,1,1.0,R-63844,WATER SMART ANTIOXID,BEVERAGE,55.0,0.0
I-63090,1.0,ea,1,1.0,R-63847,WATER SMART ALKALINE,BEVERAGE,55.0,0.0
I-5159,1.0,CT,1,1.0,R-63853,CALIFORNIA ROLL COMBO 9PC,SUSHI,59.0,0.0
I-42879,1.0,each,1,1.0,R-63862,YERBA MATE UNSWEETENED TERERE,BEVERAGE,55.0,0.0
I-61327,1.0,bottle,1,1.0,R-64152,COKE DIET XTRA TOAST VAN 500ML,BEVERAGE,55.0,0.0
I-15191,0.125,BAR,1,1.0,R-16249,BAR SOLO-LEMON ,CANDIES SNACKS,59.0,0.0
I-2829,0.1,CT,1,1.0,R-22974,VITA MANGO,BEVERAGE,55.0,0.0
I-2828,0.1,CT,1,1.0,R-22974,VITA LYCHEE,BEVERAGE,55.0,0.0
I-2826,0.1,CT,1,1.0,R-22974,VITA LEMON TEA,BEVERAGE,55.0,0.0
I-2823,0.1,CT,1,1.0,R-22974,VITA CEYLON LEMON TEA,BEVERAGE,55.0,0.0
I-64328,1.0,each,1,1.0,R-64449,SODA KARMA PEAR,BEVERAGE,55.0,0.0
I-64479,1.0,each,1,1.0,R-64747,SODA KARMA BERRY,BEVERAGE,55.0,0.0
I-64480,1.0,each,1,1.0,R-64749,SODA KARMA CHERRY,BEVERAGE,55.0,0.0
I-64327,1.0,each,1,1.0,R-64750,SODA KARMA PEACH,BEVERAGE,55.0,0.0
I-2822,0.1,CT,1,1.0,R-22974,VITA BLACKCURRANT,BEVERAGE,55.0,0.0
I-5172,1.0,pak,1,1.0,R-22968,VEGETABLE SALAD SUSHI ROLL ,SUSHI,59.0,0.0
I-32083,0.125,BAR,1,1.0,R-16249,BAR SOLO-PEANUT CARAMEL SALT,CANDIES SNACKS,59.0,0.0
I-32082,0.125,BAR,1,1.0,R-16249,BAR SOLO-WHITE CHOC CHERRY,CANDIES SNACKS,59.0,0.0
I-19968,0.125,BAR,1,1.0,R-16249,BAR SOLO-DRK CHOC COCONUT MINT,CANDIES SNACKS,59.0,0.0
I-63055,1.0,bottle,1,1.0,R-63840,COKE DIET BLACKBERRY 500ML,BEVERAGE,55.0,0.0
I-63547,1.0,CT,1,1.0,R-63839,GINGER ALE DIET 500ML,BEVERAGE,55.0,0.0
I-61295,1.0,CT,1,1.0,R-62932,ALMOND BREEZE CHOC 240 ML,BEVERAGE,55.0,0.0
I-57484,1.0,each,1,1.0,R-56127,AHA WATER SP PEACH HONEY PET  ,BEVERAGE,55.0,0.0
I-1852,1.0,CT,1,0.0011,P-46066,ALMOND BEV - ORIGINAL,BEVERAGE,55.0,0.0
I-25121,1.0,ea,1,1.0,P-42552,CONT PLAS CLR W/LID TEAR 24OZ,DISPOSABLES,61.0,0.0
I-55627,1.0,each,1,1.0,R-56040,TONICA BLUEBERRY 355ML,BEVERAGE,55.0,0.0
I-25119,1.0,ea,1,1.0,P-38172,CONT PLAS CLR W/LID TEAR 16OZ,DISPOSABLES,61.0,0.0
I-56025,1.0,each,1,1.0,R-56073,AHA WATER SP WATERMLN LIME PET,BEVERAGE,55.0,0.0
I-15190,0.125,BAR,1,1.0,R-16249,BAR SOLO-CHOCOLATE CHARGER,CANDIES SNACKS,59.0,0.0
I-52119,1.0,ea,1,1.0,R-56106,WILD TEA Kombucha Cola,BEVERAGE,55.0,0.0
I-47310,1.0,ea,1,1.0,R-56124,WATER VITAMIN ZERO SQUEEZED,BEVERAGE,55.0,0.0
I-37000,1.0,ea,1,1.0,R-37732,SANDWICH HAM & CHEESE,FOOD - GROCERY,59.0,0.0
I-57481,1.0,each,1,1.0,R-56308,AHA WATER SP BLUEB POM PET ,BEVERAGE,55.0,0.0
I-61329,1.0,bottle,1,1.0,R-62931,COKE VAN 500ML,BEVERAGE,55.0,0.0
I-52121,1.0,ea,1,1.0,R-56313,WILD TEA Kombucha Cream Soda,BEVERAGE,55.0,0.0
I-16352,1.0,CT,1,1.0,R-56318,BEEF JERKY HOT TERIYAKI 80G,"JERKY, PEPPERONI",59.0,0.0
I-5164,1.0,CT,1,1.0,R-30173,RED DRAGON SUSHI ROLL 9PC,SUSHI,59.0,0.0
I-19693,1.0,pak,1,1.0,R-30004,ROLL CUCUMBER 16PC,SUSHI,59.0,0.0
I-52120,1.0,ea,1,1.0,R-56512,WILD TEA Kombucha Rootbeer,BEVERAGE,55.0,0.0
I-37124,1.0,ea,1,1.0,R-58209,G&G|HMR|Chickpea Curry,PRODUCTION FOOD,59.0,0.0
I-62863,1.0,ea,1,1.0,R-58211,CK|G&G|HMR|Meat Ball & Pasta.,PRODUCTION FOOD,59.0,0.0
I-5161,10.0,CT,1,1.0,R-29820,FUJI SUSHI COMBO 10PC,SUSHI,59.0,0.0
I-61294,1.0,CT,1,1.0,R-61300,ALMOND BREEZE VAN UNSWT 240 ML,BEVERAGE,55.0,0.0
I-36999,1.0,ea,1,1.0,R-37731,SANDWICH CASATA FALAFEL,FOOD - GROCERY,59.0,0.0
I-52129,1.0,ea,1,1.0,R-52649,G&G|Salad Crunchy Kale sal,PRODUCTION FOOD,59.0,0.0
I-39209,1.0,ea,1,1.0,R-54461,POPCORN CHEDDAR WHITE,CANDIES SNACKS,59.0,0.0
I-45531,1.0,each,1,1.0,R-45939,G&G|Pot|Overnight Quinoa,PRODUCTION FOOD,59.0,0.0
I-1644,6.0,bottle,1,1.0,R-45639,WATER DASANI*591ML,BEVERAGE,55.0,0.0
I-1649,0.5,ea,1,1.0,R-45639,COKE DIET*355ML,BEVERAGE,55.0,0.0
I-1732,1.5,CT,1,1.0,R-45639,SPRITE 355ML,BEVERAGE,55.0,0.0
I-38988,1.0,ea,1,1.0,R-39834,WRAP BREAKFAST MEDITERRANEAN,FOOD - GROCERY,59.0,0.0
I-1656,1.0,bottle,1,1.0,R-45799,WATER EVIAN 12/1L ,BEVERAGE,55.0,0.0
I-1655,1.0,bottle,1,1.0,R-45800,WATER EVIAN 500ML,BEVERAGE,55.0,0.0
I-14020,1.0,CT,1,1.0,R-45801,WATER COCONUT ZICO ORIGINAL,BEVERAGE,55.0,0.0
I-1011p,0.5,CT,1,1.0,R-45806,CUP PPR HOT WHT 16Z,DISPOSABLES,61.0,0.0
I-1012p,0.5,CT,1,1.0,R-45806,CUP PPR HOT WHT 12Z,DISPOSABLES,61.0,0.0
I-45753,1.0,ea,1,1.0,R-45812,"ICED TEA PEACE "" GREENEST """,BEVERAGE,55.0,0.0
I-45533,1.0,ea,1,1.0,R-45938,G&G|Pot|Matcha Chia,PRODUCTION FOOD,59.0,0.0
I-3123,1.0,PTN,1,1.0,R-45970,BAR CEREAL NUTRIGRAIN BLUEB ,CANDIES SNACKS,59.0,0.0
I-45534,1.0,ea,1,1.0,R-47007,G&G|Pot|Crudite w/Hummus,PRODUCTION FOOD,59.0,0.0
I-43249,1.0,bottle,1,1.0,R-45971,WATER FRUIT 500ML BLACK CHERRY,BEVERAGE,55.0,0.0
I-43250,1.0,bottle,1,1.0,R-45972,WATER FRUIT 500ML PEACH MANGO,BEVERAGE,55.0,0.0
I-43251,1.0,bottle,1,1.0,R-45973,WATER FRUIT 500ML PINEAPPLE ,BEVERAGE,55.0,0.0
I-43257,1.0,ea,1,1.0,R-45974,ICED TEA PEACE LEMON 695ML,BEVERAGE,55.0,0.0
I-32466,1.0,ea,1,1.0,R-45975,ICED TEA PEACE PEACH 695ML,BEVERAGE,55.0,0.0
I-2481,1.0,bottle,1,1.0,R-45978,ICED TEA PEACE RAZLEBERY 695ML,BEVERAGE,55.0,0.0
I-1779,1.0,pak,1,1.0,R-45985,HOT CHOC LT INST PORT,BEVERAGE,55.0,0.0
I-15193,0.125,BAR,1,1.0,R-16249,BAR SOLO-MOCHA FUDGE,CANDIES SNACKS,59.0,0.0
I-43623,1.0,each,1,1.0,R-47002,KASHI BAR CHOC BANANA GRAN NUT,FOOD - GROCERY,59.0,0.0
I-43622,1.0,each,1,1.0,R-47003,KASHI BAR DK CHOC ESPRESSO NUT,FOOD - GROCERY,59.0,0.0
I-43624,1.0,ea,1,1.0,R-47004,KASHI BAR RASP DK CHOC HZLNUT ,FOOD - GROCERY,59.0,0.0
I-1640,2.0,ea,1,1.0,R-45639,COKE CLASSIC 355ML,BEVERAGE,55.0,0.0
I-38987,1.0,ea,1,1.0,R-39835,WRAP BREAKFAST HAM & CHEESE,FOOD - GROCERY,59.0,0.0
I-11791,1.0,each,1,1.0,R-40880,YERBA MATE CLASSIC GOLD 355ML,BEVERAGE,55.0,0.0
I-1037p,1.0,ea,1,1.0,R-40891,CUP PLAS CL 9Z PET,DISPOSABLES,61.0,0.0
I-37653,0.125,each,1,1.0,R-41299,TEA HERBAL LEMON GINGER,BEVERAGE,55.0,0.0
I-41555,1.0,ea,1,1.0,R-41597,YERBA MATE BLUEPHORIA 458 ML,BEVERAGE,55.0,0.0
I-47063,1.0,each,1,1.0,R-41832,BAR KIND PB Dark Chocolate,MM Snack Single Bars,59.0,0.0
I-35767,1.0,each,1,1.0,R-41833,BAR KIND CHOC/ALMOND SEA SALT,HM SWEET & SAVOURY SNACKS,59.0,0.0
I-41801,1.0,ea,1,1.0,R-41888,BAR KIND BLUEBRY VAN CASHEW ,FOOD - GROCERY,59.0,0.0
I-41809,1.0,ea,1,1.0,R-41890,BAR KIND DKCHOC CHERRY CASHEW,FOOD - GROCERY,59.0,0.0
I-37652,0.125,each,1,1.0,R-41299,TEA GREEN JAPANESE,BEVERAGE,55.0,0.0
I-37651,0.125,each,1,1.0,R-41299,TEA BLACK EARL GREY,BEVERAGE,55.0,0.0
I-41838,1.0,each,1,1.0,R-41985,YERBA MATE GRAPEFRUIT/GING355m,BEVERAGE,55.0,0.0
I-37650,0.125,each,1,1.0,R-41299,TEA GREEN COCONUT GINGER,BEVERAGE,55.0,0.0
I-46940,1.0,CT,1,1.0,R-42262,SIMPLY Lemonade 340ml,BEVERAGE,55.0,0.0
I-13968,1.0,ea,1,1.0,R-42263,JUICE ORANGE SIMPLY  340ML,BEVERAGE,55.0,0.0
I-13969,1.0,CT,1,1.0,R-42264,JUICE APPLE SIMPLY  340ML,BEVERAGE,55.0,0.0
I-41738,1.0,each,1,1.0,R-42265,JUICE PEACH*SIMPLY 340ml,BEVERAGE,55.0,0.0
I-37649,0.125,each,1,1.0,R-41299,TEA BLACK BREAKFAST BLEND,BEVERAGE,55.0,0.0
I-42141,1.0,pak,1,1.0,R-42268,COCONUT CLUSTERS CRAN & NUTS,CANDIES SNACKS,59.0,0.0
I-42142,1.0,pak,1,1.0,R-42269,COCONUT CLUSTERS DARK CHOCO,CANDIES SNACKS,59.0,0.0
I-42140,1.0,pak,1,1.0,R-42270,COCONUT CLUSTERS SUPER SEED,CANDIES SNACKS,59.0,0.0
I-37648,0.125,each,1,1.0,R-41299,TEA BLACK CHAI,BEVERAGE,55.0,0.0
I-41233,1.0,ea,1,1.0,R-41296,PROTEIN ENRGY BALL PEANUT BLST,FOOD - GROCERY,59.0,0.0
I-41234,1.0,ea,1,1.0,R-41293,PROTEIN ENRGY BALL COCON MACAD,FOOD - GROCERY,59.0,0.0
I-1671,1.0,bottle,1,1.0,R-41284,WATER SMARTWATER*591ML,BEVERAGE,55.0,0.0
I-1054p,1.0,CT,1,1.0,R-40891,LID DOME CLR F/ CUP PET 9-20Z,DISPOSABLES,61.0,0.0
I-43625,1.0,each,1,1.0,R-47005,KASHI BAR PISTACHIO LEMON FIG,FOOD - GROCERY,59.0,0.0
I-46612,1.0,ea,1,1.0,R-47008,G&G|Pot|Pumpkin Pie Chia,PRODUCTION FOOD,59.0,0.0
I-39216,1.0,ea,1,1.0,R-54460,POPCORN SEA SALT,CANDIES SNACKS,59.0,0.0
I-52122,1.0,ea,1,1.0,R-53071,LOOP King of the Hill,BEVERAGE,55.0,0.0
I-47180,1.0,bottle,1,1.0,R-52509,WATER SPARKLING SMART,BEVERAGE,55.0,0.0
I-41802,1.0,ea,1,1.0,R-52641,BAR KIND CASHW RASPBY CHIA,FOOD - GROCERY,59.0,0.0
I-52125,1.0,ea,1,1.0,R-52642,KIND Chia Apple Straw,FOOD - GROCERY,59.0,0.0
I-52132,1.0,ea,1,1.0,R-52643,G&G|Salad Cobb,PRODUCTION FOOD,59.0,0.0
I-52131,1.0,ea,1,1.0,R-52644,G&G|Salad Cobb w/Chicken,PRODUCTION FOOD,59.0,0.0
I-52130,1.0,ea,1,1.0,R-52648,G&G|Salad Crunchy Kale,PRODUCTION FOOD,59.0,0.0
I-37654,0.125,each,1,1.0,R-41299,TEA HERBAL PEPPERMINT,BEVERAGE,55.0,0.0
I-3122,1.0,CT,1,1.0,R-52650,BAR CEREAL NUTRI GRAIN MX BRY,CANDIES SNACKS,59.0,0.0
I-11792,1.0,each,1,1.0,R-37765,YERBA MATE CRAN POM 355ML,BEVERAGE,55.0,0.0
I-11793,1.0,each,1,1.0,R-37764,YERBA MATE LEMON ELATION 458ML,BEVERAGE,55.0,0.0
I-44105,1.0,ea,1,1.0,R-52985,LOOP Beach Bum,BEVERAGE,55.0,0.0
I-52124,1.0,ea,1,1.0,R-53151,LOOP Loco Local,BEVERAGE,55.0,0.0
I-50577,0.01,Dollar,1,0.0005,P-7438,GHOST ITEM,FOOD - GROCERY,61.0,0.0
I-1823,1.0,bottle,1,1.0,R-37748,SMOOTHIE BERRY BLACK/BOYSEN,BEVERAGE,55.0,0.0
I-37110,1.0,ea,1,1.0,R-37740,G&G|Salad|Med Chickpea w/sal,PRODUCTION FOOD,59.0,0.0
I-53016,1.0,ea,1,1.0,R-53981,COFFEE ICE TM HRTN ICD CPP VAN,BEVERAGE,55.0,0.0
I-54021,1.0,CT,1,1.0,R-54026,BAR CHOC MILK CAMINO,CANDIES SNACKS,59.0,0.0
I-36995,1.0,ea,1,1.0,R-37738,SANDWICH EGG SALAD,FOOD - GROCERY,59.0,0.0
I-37109,1.0,ea,1,1.0,R-37737,G&G|Salad|Nicoise w/Tofu,PRODUCTION FOOD,59.0,0.0
I-54007,1.0,ea,1,1.0,R-54313,G&G|Pot|Chia Pudding Eggnog,PRODUCTION FOOD,59.0,0.0
I-37111,1.0,ea,1,1.0,R-37736,G&G|Salad|Med Chickpea,PRODUCTION FOOD,59.0,0.0
I-28691,1.0,ea,1,1.0,R-37733,G&G|Pot|Tropical Fruit,PRODUCTION FOOD,59.0,0.0
I-39211,1.0,ea,1,1.0,R-54458,POPCORN DILL PICKLE,CANDIES SNACKS,59.0,0.0
I-39212,1.0,ea,1,1.0,R-54459,POPCORN BUTTER SEA SALT,CANDIES SNACKS,59.0,0.0
I-1068p,1.0,CT,1,1.0,R-51256,SKEWER BAMBOO KNOTTED END 4IN,DISPOSABLES,61.0,0.0
I-13795,0.25,CT,1,1.0,R-37814,STEAZ SUPERFRUIT ICED TEAZ,BEVERAGE,55.0,0.0
I-17612,0.25,CT,1,1.0,R-37814,STEAZ COCONUT GREEN TEA,BEVERAGE,55.0,0.0
I-11795,1.0,each,1,1.0,R-37826,YERBA MATE ENLIGHTEN MINT 458M,BEVERAGE,55.0,0.0
I-46903,1.0,ea,1,1.0,R-47496,POWERADE ZERO FRUIT PUN  710m,BEVERAGE,55.0,0.0
I-46902,1.0,ea,1,1.0,R-47497,POWERADE ZERO GRAPE 710ML,BEVERAGE,55.0,0.0
I-46620,1.0,ea,1,1.0,R-47498,ICE TEA GRN GOLD PEAK,BEVERAGE,55.0,0.0
I-49562,1.0,ea,1,1.0,R-47748,ICE TEA GOLD PEAK GRN PEACH,BEVERAGE,55.0,0.0
I-2352,1.0,CT,1,1.0,R-13572,"9""X6"" 1-COMPARTMENT CLAMSHELL",DISPOSABLES,61.0,0.0
I-33981,1.0,ea,1,1.0,R-38528,GOLD PEAK RASPBERRY TEA,BEVERAGE,55.0,0.0
I-46622,1.0,ea,1,1.0,R-38527,ICE TEA UNSWT GOLD PEAK,BEVERAGE,55.0,0.0
I-48727,1.0,ea,1,1.0,R-48912,VAL|G&G|Val Chia Pudding,PRODUCTION FOOD,59.0,0.0
I-31093,1.0,ea,1,1.0,R-38119,COKE LIFE 500ML,BEVERAGE,55.0,0.0
I-37114,1.0,ea,1,1.0,R-38105,G&G|Salad|Fiesta w/Chicken,PRODUCTION FOOD,59.0,0.0
I-53846,1.0,414ML,1,1.0,R-38098,CORE POWER STRAW BAN 414ML,BEVERAGE,55.0,0.0
I-37115,1.0,ea,1,1.0,R-38097,G&G|Salad|Fiesta,PRODUCTION FOOD,59.0,0.0
I-3754,1.0,CT,1,1.0,R-49718,BAR KIND FRUIT & NUT  ,CANDIES SNACKS,59.0,0.0
I-11794,1.0,each,1,1.0,R-38039,YERBA MATE REVEL BERRY 458ML,BEVERAGE,55.0,0.0
I-19298,1.0,bottle,1,1.0,R-38035,CORE POWER VANIL 414ml,BEVERAGE,55.0,0.0
I-28689,1.0,ea,1,1.0,R-49818,G&G|Pot|Wild Berry,PRODUCTION FOOD,59.0,0.0
I-41808,1.0,ea,1,1.0,R-49833,BAR KIND MAPLE GLAZED PECAN,FOOD - GROCERY,59.0,0.0
I-1643,1.0,bottle,1,1.0,R-49835,COKE CLASSIC 2L,BEVERAGE,55.0,0.0
I-37112,1.0,ea,1,1.0,R-38022,G&G|Salad|Kale Caesar w/Chick,PRODUCTION FOOD,59.0,0.0
I-49643,1.0,ea,1,1.0,R-49933,JUICE COLD PRESS HIGH ACHIEV,BEVERAGE,55.0,0.0
I-49644,1.0,ea,1,1.0,R-49934,JUICE COLD PRESS MORNING GLORY,BEVERAGE,55.0,0.0
I-49645,1.0,ea,1,1.0,R-49935,JUICE COLD PRESS UNDERCOVER,BEVERAGE,55.0,0.0
I-49642,1.0,ea,1,1.0,R-49937,JUICE COLD PRESS BIG BANG ,BEVERAGE,55.0,0.0
